SequenceID	kingdom	phylum	class	order	family	genus	species	assignment	species_hypothesis	Confidence.x	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource	assignment.1
ASV1075	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA	Orbiliales	NA	0.9677449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Orbiliales
ASV1076	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Helotiales	NA	0.8188987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Helotiales
ASV1077	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA	Orbilia	sSH0902500.09FU	0.9989058	Orbiliaceae	1CB19716-36B9-11D5-9548-00D0592D548C	81091	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Orbilia
ASV1078	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA	Sordariomycetes	sSH1259355.09FU	0.9971133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sordariomycetes
ASV1079	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	NA	Monosporascus	sSH0921519.09FU	0.7698039	Diatrypaceae	1CB1CD09-36B9-11D5-9548-00D0592D548C	80692	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Monosporascus
ASV1080	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Acrospermum	NA	Acrospermum	sSH0996352.09FU	0.7137661	Acrospermaceae	1CB1CCAA-36B9-11D5-9548-00D0592D548C	80430	9	Saprotroph	Stem Saprotroph-Wood Saprotroph	Probable	NULL	NULL	NULL	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Acrospermum
ASV1081	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius_bovicornutus	Retiarius_bovicornutus	sSH1164902.09FU	0.9949117	Orbiliaceae	1CB19716-36B9-11D5-9548-00D0592D548C	81091	9	Saprotroph	Wood Saprotroph	Probable	Microfungus	NULL	Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Retiarius_bovicornutus
ASV1082	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Pilocarpaceae	Leimonis	Leimonis_erratica	Leimonis_erratica	sSH1203133.09FU	0.9999963	Lecanorales	1CB1CE34-36B9-11D5-9548-00D0592D548C	90480	7	Pathotroph-Symbiotroph	Lichen Parasite-Lichenized	Probable	Microfungus-Thallus	NULL	Lichenized with green algae, occasionally lichenicolous, on rocks, mosses and wood (Cannon & Kirk 2007); ...an order of mostly lichen-forming fungi (Kirk et al. 2008)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))	Leimonis_erratica
ASV1083	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Diatrype	Diatrype_stigma	Diatrype_stigma	sSH0888303.09FU	0.9998399	Diatrypaceae	1CB1CD09-36B9-11D5-9548-00D0592D548C	80692	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Diatrype_stigma
ASV1084	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	sSH1148262.09FU	0.9973207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV1085	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA	Ceratobasidiaceae	sSH1252579.09FU	0.9964380	Ceratobasidiaceae	1CB1CCDC-36B9-11D5-9548-00D0592D548C	80572	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Ceratobasidiaceae
ASV1086	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA	Agaricomycetes	NA	0.8336481	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Agaricomycetes
ASV1087	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	NA	Botryobasidium	sSH1137941.09FU	0.9813368	Botryobasidiaceae	1CB1CCD1-36B9-11D5-9548-00D0592D548C	81744	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid	NULL	Saprobic, typically on rotten wood (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Botryobasidium
ASV1088	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Steccherinaceae	Steccherinum	NA	Steccherinum	sSH0882737.09FU	0.9207764	Steccherinaceae	1CB1CDD9-36B9-11D5-9548-00D0592D548C	81420	9	Saprotroph	Wood Saprotroph	Probable	Corticioid-Polyporoid	White Rot	Growing on dead wood causing white rot, sometimes replacing early colonizers (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Steccherinum
ASV1089	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	NA	Cyphellophora	NA	0.9755672	Cyphellophoraceae	E47C91B2-59D9-4C3C-AC54-9038AE2E4FE1	803682	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Facultative Yeast-Microfungus	NULL	Consult the current literature for updated names on this group that included the Black Yeasts; Some species are likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))	Cyphellophora
ASV1090	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	sSH0893714.09FU	0.9788810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV1091	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_radians	Coprinellus_radians	sSH1130939.09FU	0.9037576	Psathyrellaceae	F36155B5-ADC2-4C2C-83F3-2D3778EA9B7F	82127	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Coprinellus_radians
ASV1092	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	Disporotrichum	Disporotrichum_dimorphosporum	Disporotrichum_dimorphosporum	sSH1118018.09FU	1.0000000	Agaricales	715D162F-5F0E-40C8-A7DC-79D488D3F937	90508	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Possible	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)	Disporotrichum_dimorphosporum
ASV1093	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA	Xylariales	sSH1288987.09FU	0.9999116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Xylariales
ASV1094	Fungi	Ascomycota	Dothideomycetes	Neodactylariales	Neodactylariaceae	Neodactylaria	Neodactylaria_obpyriformis	Neodactylaria_obpyriformis	sSH1463470.09FU	0.9975536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Neodactylaria_obpyriformis
ASV1095	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus_colostri	Rhodosporidiobolus_colostri	sSH1008712.09FU	0.8160885	Sporidiobolaceae	20AD224D-9EFF-4C1C-8214-59BA76CCCDF3	82101	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Rhodosporidiobolus_colostri
ASV1096	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA	Peniophoraceae	sSH1304514.09FU	0.7476589	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophoraceae
ASV1097	Fungi	Ascomycota	Sordariomycetes	NA	Junewangiaceae	NA	NA	Junewangiaceae	NA	0.9999929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Junewangiaceae
ASV1098	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Burgoa	NA	Burgoa	sSH1249961.09FU	0.9819082	Burgoa	3D022F63-75EE-4255-A657-0A099AF78896	7457	13	Pathotroph	|Lichen Parasite|	Probable	Microfungus	NULL	Decay fungal material, algal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Burgoa
ASV1099	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	NA	Conioscypha	NA	0.9999905	Conioscypha	19FE0F55-FE27-4567-BEEF-2479768DD78A	7754	13	Saprotroph	|Wood Saprotroph|	Possible	Microfungus	NULL	Decay wood (Põlme et al. 2020)	Charuwan C, et al. 2017. Mycoscience 58:424-431 ((https://doi.org/10.1016/j.myc.2017.06.003)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Conioscypha
ASV1100	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana_coerulea	Terana_coerulea	NA	0.9132650	Terana	F4B40FCE-274E-4A3C-93B6-F89ECFF7B9DC	18635	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Terana_coerulea
ASV1101	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	Leptospora_macarangae	Leptospora_macarangae	sSH0895935.09FU	0.9453321	Phaeosphaeriaceae	1CB1CD8E-36B9-11D5-9548-00D0592D548C	81637	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Leptospora_macarangae
ASV1102	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia	Hyphodontia_arguta	Hyphodontia_arguta	sSH0917758.09FU	0.8800484	Schizoporaceae	1CB1CDC9-36B9-11D5-9548-00D0592D548C	80038	9	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Hyphodontia_arguta
ASV1103	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Acremonium	NA	Acremonium	sSH1310864.09FU	0.9784699	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Acremonium
ASV1104	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	NA	NA	NA	Cantharellales	NA	0.8759625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Cantharellales
ASV1105	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Asterostroma	Asterostroma_muscicola	Asterostroma_muscicola	sSH1126985.09FU	0.9999321	Lachnocladiaceae	1CB1CD49-36B9-11D5-9548-00D0592D548C	80924	9	Saprotroph	Wood Saprotroph	Probable	Coraloid-Corticioid	NULL	On decaying coniferous or broadleaved wood, sometimes on herbaceous stems, presumably saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Asterostroma_muscicola
ASV1106	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	0.8696620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1107	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA	Hypocreales	NA	0.9755507	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Hypocreales
ASV1108	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	NA	Xylodon	NA	0.9999999	Schizoporaceae	1CB1CDC9-36B9-11D5-9548-00D0592D548C	80038	9	Saprotroph	Wood Saprotroph	Probable	Corticioid	White Rot	Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Xylodon
ASV1109	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	NA	Myriangium	NA	0.9988719	Myriangium	1CB194EA-36B9-11D5-9548-00D0592D548C	3361	13	Pathotroph-Saprotroph	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020); Host - scale_insects (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Myriangium
ASV1110	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA	Helotiales	sSH1079144.09FU	0.9742208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Helotiales
ASV1111	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA	Polyporales	NA	0.9999198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polyporales
ASV1112	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	sSH0964455.09FU	0.9210184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1113	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	sSH0993813.09FU	0.7597152	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1114	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Rickenellaceae	Peniophorella	NA	Peniophorella	NA	0.9999977	Peniophorella	0CB5C5A6-62A5-4579-B5A2-76797F4EBA35	18202	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Peniophorella
ASV1115	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	NA	NA	Peniophoraceae	sSH1068849.09FU	0.9999934	Peniophoraceae	1CB1CD8B-36B9-11D5-9548-00D0592D548C	81123	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	Most species are saprobic, causing rots of standing and fallen wood. Many species are adapted to xeric conditions, being able to grow on rapidly drying dead attached branches (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Peniophoraceae
ASV1116	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	NA	0.9545016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1117	Fungi	Ascomycota	NA	NA	NA	NA	NA	Ascomycota	sSH1324472.09FU	0.9954929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Ascomycota
ASV1118	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA	Dothideomycetes	NA	0.9999961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dothideomycetes
ASV1119	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	NA	NA	Neodevriesiaceae	NA	0.7663586	Neodevriesiaceae	F8168581-D82E-4A75-9190-C7925084B4CA	807766	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)	Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))	Neodevriesiaceae
ASV1120	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_gloeosporioides	Colletotrichum_gloeosporioides	NA	0.7812690	Glomerellaceae	AB0867BB-F14D-4E04-9D64-56A135F63096	504454	9	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Probable	Microfungus	NULL	Species are hemibiotic, with an initial endophytic (symptomless) phase that leads to a necrotic phase were significant damage may be caused to the host (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Colletotrichum_gloeosporioides
ASV1121	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	NA	NA	Vibrisseaceae	NA	0.7501137	Vibrisseaceae	1CB1CDFF-36B9-11D5-9548-00D0592D548C	82072	9	Saprotroph-Symbiotroph	Endophyte-Undefined Saprotroph-Wood Saprotroph	Possible	Microfungus	NULL	Saprobic, usually on wood and bark immersed in fresh water. Some species may be root endophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Vibrisseaceae
ASV1122	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Talaromyces	Talaromyces_aerius	Talaromyces_aerius	sSH2062065.09FU	0.9380397	Eurotiales	1CB1CE25-36B9-11D5-9548-00D0592D548C	90472	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))	Talaromyces_aerius
ASV1123	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	NA	Erythrobasidium	sSH0918862.09FU	0.9387875	Erythrobasidium	10CFACC8-EC30-446D-8655-EE8E62F117D9	11244	13	Pathotroph-Saprotroph	|Fungal Parasite|-Undefined Saprotroph	Possible	Yeast	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020)	Sugiyama J, Hamamoto M. 1998. The Yeasts 4:654-655 ((https://doi.org/10.1016/B978-044481312-1/50086-1)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Erythrobasidium
ASV1124	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	NA	NA	Stereaceae	sSH0935501.09FU	0.9999999	Stereaceae	1CB1CDDC-36B9-11D5-9548-00D0592D548C	81424	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Stereaceae
ASV1125	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	NA	Diaporthe	NA	0.9657254	Diaporthaceae	1CB186D0-36B9-11D5-9548-00D0592D548C	80691	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Most species are weak pathogens or endophytes in leaf or stem tissue, growing saprobically after the plant dies (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Diaporthe
ASV1126	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera_adusta	Bjerkandera_adusta	sSH1177901.09FU	0.9512112	Bjerkandera	1CB1C50E-36B9-11D5-9548-00D0592D548C	17160	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-|Wood Saprotroph|	Highly Probable	Polyporoid	White Rot	As root_endophyte_dark_septate (Põlme et al. 2020); As white_rot (Põlme et al. 2020); As wood_pathogen (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Bjerkandera_adusta
ASV1127	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Pleosporales	sSH1291799.09FU	0.9955288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pleosporales
ASV1128	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	Sertulicium	Sertulicium_vernale	Sertulicium_vernale	sSH0893872.09FU	0.8071457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Sertulicium_vernale
ASV1129	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA	Neodevriesia	NA	0.9998892	Neodevriesiaceae	F8168581-D82E-4A75-9190-C7925084B4CA	807766	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Members are foliicolous, saprobic or plant pathogenic (Quaedvlieg et al. 2014)	Quaedvlieg W., et al. 2014. Persoonia 3:31-40 ((http://doi.org/10.3767/003158514X681981))	Neodevriesia
ASV1130	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	Baltazaria	Baltazaria_galactina	Baltazaria_galactina	sSH1235903.09FU	0.8368467	Baltazaria	94E34520-47D8-4F18-9E11-2019CE2823E4	825233	13	Saprotroph	|Plant Saprotroph|	Probable	Clavarioid	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))	Baltazaria_galactina
ASV1131	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	NA	NA	Valsaceae	sSH1198391.09FU	0.8703469	Valsaceae	1CB1CDFB-36B9-11D5-9548-00D0592D548C	81514	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes, endophytes and weak to virulent parasites of woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Valsaceae
ASV1132	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA	Pleosporales	NA	1.0000000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pleosporales
ASV1133	Fungi	NA	NA	NA	NA	NA	NA	NA	NA	0.7558109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASV1134	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	NA	NA	Valsaceae	NA	0.9970332	Valsaceae	1CB1CDFB-36B9-11D5-9548-00D0592D548C	81514	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Saprobes, endophytes and weak to virulent parasites of woody plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Valsaceae
ASV1135	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	NA	Kurtzmanomyces	sSH1164905.09FU	0.9665156	Chionosphaeraceae	1CB1CCE4-36B9-11D5-9548-00D0592D548C	82032	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)	Kurtzmanomyces
