"","qseqid","kingdom","phylum","class","order","family","genus","species","assignment","species_hypothesis","Confidence.x","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","assignment.1","Kingdom","Phylum","Class","Order","Family","Genus","Species","n_100_hits","Match_Type","matched_sseqids"
"725","ASV725","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA,"Xylariales",NA,"0.8957733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xylariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","ASV726","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Aspergillus",NA,"0.8786562","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Aspergillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","ASV727","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella",NA,"Sporormiella","sSH0999591.09FU","0.9851494","Sporormiaceae","1CB1CDD8-36B9-11D5-9548-00D0592D548C","81414","9","Saprotroph","Dung Saprotroph-Plant Saprotroph","Probable","Microfungus","NULL","Saprobic, associated with dung and rotting vegetation (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Sporormiella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","ASV728","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium",NA,"Toxicocladosporium",NA,"0.7402396","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Toxicocladosporium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","ASV729","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","Basidiodendron_pelinum","Basidiodendron_pelinum","sSH1598665.09FU","0.7445304","Basidiodendron","1CB1C4F5-36B9-11D5-9548-00D0592D548C","17148","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","NULL","Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Basidiodendron_pelinum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","ASV730","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium",NA,"Cladosporium",NA,"0.7385530","Cladosporiaceae","6EDCD6E4-DE4D-443D-AF6B-A572F626BD45","816548","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","NULL","Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Cladosporium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","ASV731","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",NA,"Trechispora","sSH1164647.09FU","0.8163789","Trechispora","1CB1CC1A-36B9-11D5-9548-00D0592D548C","18664","13","Saprotroph","|Wood Saprotroph|","Highly Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).; Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Trechispora","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora",NA,1,"Unique 100% match","ASV1004"
"732","ASV732","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hydnophlebia",NA,"Hydnophlebia",NA,"0.8582990","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Hydnophlebia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","ASV733","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA,"Sordariales","sSH1094821.09FU","0.8958813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sordariales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","ASV734","Fungi","Ascomycota","Dothideomycetes","Coniosporiales","Coniosporiaceae","Coniosporium",NA,"Coniosporium","sSH0931315.09FU","0.9940107","Coniosporium","1CB1C57D-36B9-11D5-9548-00D0592D548C","512506","13","Pathotroph-Saprotroph","Animal Parasite-Animal Pathogen-|Plant Pathogen|-Undefined Saprotroph","Possible","Microfungus","NULL","Species are repeatedly isolated from human skin and nails and eventually causing mild cutaneous infections (Li et al. 2008); The genus comprises environmental fungi forming black spots or patches on plant leaves, bamboo surface, rotten wood, and recently particularly on rock surfaces","Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Coniosporium","Fungi","Ascomycota","Dothideomycetes","Coniosporiales","Coniosporiaceae","Coniosporium",NA,1,"Unique 100% match","ASV806"
"735","ASV735","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia",NA,"Exidia",NA,"0.7634804","Exidia","1CB18A1B-36B9-11D5-9548-00D0592D548C","17572","13","Saprotroph-Symbiotroph","Endophyte-Plant Saprotroph-Undefined Saprotroph-|Wood Saprotroph|","Probable","Tremelloid","NULL","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Decay wood, leaf, fruit, seed (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Exidia","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidia","Exidia_uvapassa",1,"Unique 100% match","ASV4195"
"736","ASV736","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,"Aureobasidium","sSH1240439.09FU","0.8371213","Aureobasidium","1CB17EF4-36B9-11D5-9548-00D0592D548C","7297","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph","Possible","Dimorphic-Facultative Yeast","NULL","As foliar_endophyte (Põlme et al. 2020); As litter_saprotroph (Põlme et al. 2020); Causes sooty mold (Põlme et al. 2020); Decay leaf, fruit, seed, roots, animal material, sugar-rich substrates (Põlme et al. 2020)","Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Aureobasidium","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium",NA,1,"Unique 100% match","ASV2661"
"737","ASV737","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_triticicola","Neoascochyta_triticicola","sSH2738016.09FU","0.9726437","Didymellaceae","F971F4FB-F68A-481E-B5F1-2BF2B753AA5D","508292","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))","Neoascochyta_triticicola","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta_triticicola",1,"Unique 100% match","ASV1477"
"738","ASV738","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Myxarium",NA,"Myxarium","sSH1199174.09FU","0.9985990","Myxarium","1CB19502-36B9-11D5-9548-00D0592D548C","18106","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Tremelloid","NULL","Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Myxarium","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Hyaloriaceae","Myxarium",NA,1,"Unique 100% match","ASV837"
"739","ASV739","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_lateritium","Fusarium_lateritium","sSH1095290.09FU","0.9984633","Nectriaceae","1CB1CD7A-36B9-11D5-9548-00D0592D548C","81059","9","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Possible","Microfungus","NULL","Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))","Fusarium_lateritium","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_tricinctum",1,"Unique 100% match","ASV1231"
"740","ASV740","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Irpicaceae","Ceriporia","Ceriporia_purpurea","Ceriporia_purpurea","sSH1197843.09FU","0.7650085","Ceriporia","1CB1C611-36B9-11D5-9548-00D0592D548C","17267","13","Saprotroph","|Wood Saprotroph|","Highly Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Ceriporia_purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","ASV741","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_fusca","Papiliotrema_fusca","sSH0960201.09FU","0.9993263","Tremellales","1CB1CE64-36B9-11D5-9548-00D0592D548C","90451","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Papiliotrema_fusca","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","Papiliotrema_fusca",1,"Unique 100% match","ASV3718"
"742","ASV742","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe","Erysiphe_medicaginis","Erysiphe_medicaginis","sSH1186736.09FU","0.9999963","Erysiphaceae","1CB1CD1B-36B9-11D5-9548-00D0592D548C","80754","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Biotrophic, with affected plant tissues damaged but usually not killing outright (Cannon & Kirk 2007); Common name - powdery mildew","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Erysiphe_medicaginis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","ASV743","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,"Sclerotrema","Sclerotrema_griseobrunneum","Sclerotrema_griseobrunneum","sSH1090375.09FU","0.9483766","Sclerotrema","0D0F8E13-C4D9-4EE0-958A-5799C0DF8153","818036","13","Saprotroph","|Wood Saprotroph|","Probable","Corticioid","NULL","Decay wood (Põlme et al. 2020)","Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Sclerotrema_griseobrunneum","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Exidiopsis",NA,1,"Unique 100% match","ASV4847"
"744","ASV744","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema",NA,"Sistotrema",NA,"0.7642722","Sistotrema","1CB1CB70-36B9-11D5-9548-00D0592D548C","18551","13","Saprotroph-Symbiotroph","Ectomycorrhizal-|Plant Saprotroph|-Wood Saprotroph","Possible","Corticioid","White Rot","As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)","Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM/not ECM).","Sistotrema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","ASV745","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Climacodon","Climacodon_pulcherrimus","Climacodon_pulcherrimus","sSH0896630.09FU","1.0000000","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Climacodon_pulcherrimus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","ASV746","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Scytinostroma",NA,"Scytinostroma","sSH1235897.09FU","0.8021268","Lachnocladiaceae","1CB1CD49-36B9-11D5-9548-00D0592D548C","80924","9","Saprotroph","Wood Saprotroph","Probable","Coraloid-Corticioid","NULL","On decaying coniferous or broadleaved wood, sometimes on herbaceous stems, presumably saprobic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Scytinostroma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","ASV747","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_penicillioides","Aspergillus_penicillioides","sSH1224971.09FU","0.9970610","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Aspergillus_penicillioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","ASV748","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium",NA,"0.8643379","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,2,"Multiple 100% matches","ASV3589;ASV6292"
"749","ASV749","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","Basidiodendron_pelinum","Basidiodendron_pelinum","sSH1598665.09FU","0.9925788","Basidiodendron","1CB1C4F5-36B9-11D5-9548-00D0592D548C","17148","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","NULL","Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Basidiodendron_pelinum","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Exidiaceae","Basidiodendron","Basidiodendron_pelinum",1,"Unique 100% match","ASV3685"
"750","ASV750","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA,"Stachybotryaceae","sSH1074043.09FU","0.9999355","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Stachybotryaceae","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae",NA,NA,1,"Unique 100% match","ASV4567"
"751","ASV751","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_subflaviporus","Xylodon_subflaviporus","sSH1236554.09FU","0.9651416","Schizoporaceae","1CB1CDC9-36B9-11D5-9548-00D0592D548C","80038","9","Saprotroph","Wood Saprotroph","Probable","Corticioid","White Rot","Saprobic, causing white rot of standing and fallen wood of coniferous and broadleaved trees, rarely on herbaceous stems (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Xylodon_subflaviporus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Xylodon","Xylodon_subflaviporus",1,"Unique 100% match","ASV1491"
"752","ASV752","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,"Cordycipitaceae","sSH1258986.09FU","0.9999812","Hypocreales","1CB18E60-36B9-11D5-9548-00D0592D548C","90477","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Cordycipitaceae","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,1,"Unique 100% match","ASV2424"
"753","ASV753","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Hortaea","Hortaea_werneckii","Hortaea_werneckii","sSH1000031.09FU","0.9999999","Teratosphaeriaceae","87A3FDCC-E75C-4F2E-B987-C7579847CE32","504465","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Includes numerous saprobic, extremophilic, human opportunistic, and plant pathogenic fungi (Quaedvlieg et al. 2014)","Quaedvlieg W, et al. 2014. Persoonia 3:31-40 ((https://doi.org/10.3767/003158514X681981))","Hortaea_werneckii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","ASV754","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA,"Orbiliaceae","sSH0896800.09FU","0.8180561","Orbiliaceae","1CB19716-36B9-11D5-9548-00D0592D548C","81091","9","Saprotroph","Wood Saprotroph","Probable","Microfungus","NULL","Saprobic, found especially on wood in both wet and dry habitats. Many species are nematophagous, forming adhesive knobs, nets or ring-like traps in the presence of a food source; perhaps a strategy for life in low-nitrogen environments. There have been reports of associations with algae for a few species, but an established lichen association appears not to exist (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Orbiliaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","ASV755","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,NA,"Tubeufiaceae","sSH0973313.09FU","0.9999946","Tubeufiaceae","1CB1CDF3-36B9-11D5-9548-00D0592D548C","81599","9","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Probable","NULL","NULL","Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Tubeufiaceae","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,NA,1,"Unique 100% match","ASV3133"
"756","ASV756","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus",NA,"Pleurotus",NA,"0.9646484","Pleurotaceae","1CB1CDA3-36B9-11D5-9548-00D0592D548C","81191","9","Pathotroph-Saprotroph","Endophyte-Plant Pathogen-Wood Saprotroph","Probable","Agaricoid","White Rot","Sapwood rot on Pistacia; Saprobic on woody substrata, more rarely associated with roots of herbaceous plants. Many species are known to derive nutrition from nematodes, the hyphae with adhesive knobs or toxigenic secretory appendages (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))","Pleurotus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pleurotaceae","Pleurotus",NA,2,"Multiple 100% matches","ASV294;ASV444"
"757","ASV757","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA,"Meruliaceae","sSH1125497.09FU","0.9999964","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Meruliaceae","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae",NA,NA,1,"Unique 100% match","ASV6603"
"758","ASV758","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,"Phaeosphaeria",NA,"0.9945749","Phaeosphaeriaceae","1CB1CD8E-36B9-11D5-9548-00D0592D548C","81637","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phaeosphaeria","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria",NA,1,"Unique 100% match","ASV7300"
"759","ASV759","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_serialis","Phlebia_serialis","sSH0880599.09FU","0.8925780","Meruliaceae","9E12B0B5-1D82-4978-AF3D-6EC22C257619","89005","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Corticioid-Polyporoid","NULL","Saprobic or parasitic on woody plants, causing a white rot (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Phlebia_serialis","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","Phlebia_serialis",2,"Multiple 100% matches","ASV4272;ASV5115"
"760","ASV760","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA,"Polyporales","sSH1197610.09FU","0.9999932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polyporales","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporales_fam_Incertae_sedis",NA,NA,1,"Unique 100% match","ASV2374"
"761","ASV761","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Tubulicrinis","Tubulicrinis_angustus","Tubulicrinis_angustus","sSH1104479.09FU","1.0000000","Tubulicrinis","1CB1A87B-36B9-11D5-9548-00D0592D548C","18693","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Tubulicrinis_angustus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Tubulicrinis","Tubulicrinis_angustus",1,"Unique 100% match","ASV1092"
"762","ASV762","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales","sSH1286543.09FU","1.0000000","Agaricales","715D162F-5F0E-40C8-A7DC-79D488D3F937","90508","7","Pathotroph-Saprotroph-Symbiotroph","Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph","Possible","Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast","NULL","Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)","Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)","Agaricales","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricales_fam_Incertae_sedis",NA,NA,1,"Unique 100% match","ASV5874"
