"","qseqid","kingdom","phylum","class","order","family","genus","species","assignment","species_hypothesis","Confidence.x","taxon","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource","assignment.1","Kingdom","Phylum","Class","Order","Family","Genus","Species","n_100_hits","Match_Type","matched_sseqids"
"371","ASV371","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia",NA,"Spegazzinia","sSH0965612.09FU","0.9159324","Didymosphaeriaceae","1CB1CD0B-36B9-11D5-9548-00D0592D548C","80702","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobes in both woody and herbaceous material, also parasitic on other fungi (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6))","Spegazzinia","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia",NA,1,"Unique 100% match","ASV246"
"372","ASV372","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Baeospora","Baeospora_myosura","Baeospora_myosura","sSH1044662.09FU","0.9958701","Tricholomataceae","008764C7-3F16-4577-B343-C50EF7B78211","81487","9","Pathotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite","Probable","Agaricoid","NULL","Tricholoma species are ectomycorrhizal, occurring in coniferous and broadleaved forests (Cannon & Kirk 2007); T. sclerotoideum is parasitic on Helvella spp.","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Baeospora_myosura","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Baeospora","Baeospora_myosura",1,"Unique 100% match","ASV4285"
"373","ASV373","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_musae","Sporobolomyces_musae","sSH2149879.09FU","0.9818325","Sporidiobolaceae","20AD224D-9EFF-4C1C-8214-59BA76CCCDF3","82101","9","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Saprobic, found in a wide range of habitats and especially in aquatic systems. Some of the red yeasts in this family are widely encountered spoilage organisms and opportunistic human pathogens (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Sporobolomyces_musae","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces_musae",3,"Multiple 100% matches","ASV238;ASV6456;ASV7664"
"374","ASV374","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus","Astraeus_morganii","Astraeus_morganii","sSH1306119.09FU","0.7369020","Astraeus","1CB1C4D0-36B9-11D5-9548-00D0592D548C","19026","13","Symbiotroph","|Ectomycorrhizal|","Highly Probable","Gasteroid","NULL","Common name - earthstar","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))","Astraeus_morganii","Fungi","Basidiomycota","Agaricomycetes","Boletales","Astraeaceae","Astraeus","Astraeus_morganii",2,"Multiple 100% matches","ASV3762;ASV5852"
"375","ASV375","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia",NA,"Ramularia",NA,"0.9552905","Mycosphaerellaceae","1CB1CD75-36B9-11D5-9548-00D0592D548C","81043","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Ramularia","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia_nyssicola",1,"Unique 100% match","ASV2403"
"376","ASV376","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA,"Pleosporales","sSH0950837.09FU","0.9998174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pleosporales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","ASV377","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora",NA,"Articulospora","sSH0961012.09FU","0.7996382","Helotiaceae","1CB18C9C-36B9-11D5-9548-00D0592D548C","80845","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Probable","Microfungus","NULL","Usually saprobic on herbaceous or woody tissues, some species fungicolous. A few species are known to form mycorrhizae (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Articulospora","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Articulospora",NA,2,"Multiple 100% matches","ASV1594;ASV3412"
"378","ASV378","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae",NA,NA,"Hymenochaetaceae",NA,"0.9999999","Hymenochaetaceae","CC29D6F9-5984-496D-97E7-42EB138C1FEE","536196","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Wood Saprotroph","Probable","Corticioid-Polyporoid","NULL","Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Hymenochaetaceae","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus",NA,1,"Unique 100% match","ASV5799"
"379","ASV379","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora",NA,"Cercospora",NA,"0.9987613","Mycosphaerellaceae","1CB1CD75-36B9-11D5-9548-00D0592D548C","81043","9","Pathotroph-Saprotroph","Plant Pathogen-Undefined Saprotroph","Probable","Microfungus","NULL","Biotrophic, necrotrophic or saprobic on various plant tissues (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Cercospora","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","Cercospora_olivascens",3,"Multiple 100% matches","ASV1462;ASV1621;ASV4314"
"380","ASV380","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Derxomyces","Derxomyces_mrakii","Derxomyces_mrakii","sSH1299436.09FU","0.9984691","Tremellales","1CB1CE64-36B9-11D5-9548-00D0592D548C","90451","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Derxomyces_mrakii","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Derxomyces","Derxomyces_mrakii",1,"Unique 100% match","ASV2308"
"381","ASV381","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium",NA,"0.8594251","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,1,"Unique 100% match","ASV236"
"382","ASV382","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes",NA,"0.8120571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agaricomycetes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","ASV383","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota","sSH1319856.09FU","1.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota","Fungi","Ascomycota","Dothideomycetes","Capnodiales",NA,NA,NA,2,"Multiple 100% matches","ASV268;ASV8245"
"384","ASV384","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium",NA,"0.9694451","Eurotiales","1CB1CE25-36B9-11D5-9548-00D0592D548C","90472","7","Saprotroph","Undefined Saprotroph","Possible","Microfungus","NULL","NULL","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Penicillium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","ASV385","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA,"Spizellomycetales","sSH1331939.09FU","0.9999992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spizellomycetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","ASV386","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus",NA,"Inonotus","sSH1027097.09FU","0.7878246","Hymenochaetaceae","CC29D6F9-5984-496D-97E7-42EB138C1FEE","536196","9","Saprotroph-Symbiotroph","Ectomycorrhizal-Wood Saprotroph","Probable","Corticioid-Polyporoid","NULL","Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Inonotus","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Inonotus",NA,7,"Multiple 100% matches","ASV1117;ASV1562;ASV2182;ASV2625;ASV3187;ASV8092;ASV917"
"387","ASV387","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae",NA,NA,"Trichomeriaceae",NA,"0.9657385","Trichomeriaceae","B366E4F5-4360-49B3-BA47-86698B5D3511","800935","9","Symbiotroph","Epiphyte","Probable","Microfungus","NULL","Foliar epiphytes with the appearance of sooty moulds, mostly occurring on the surface of living leaves and apparently gaining their nutrients from insect exudates (Chomnunti et al. 2012)","Chomnunti P, et al. 2012. Fungal Diversity 56:63-76 ((https://doi.org/10.1007/s13225-012-0197-2))","Trichomeriaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","ASV388","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Gaeumannomyces",NA,"Gaeumannomyces",NA,"0.9998848","Magnaporthaceae","1CB1CD5B-36B9-11D5-9548-00D0592D548C","81963","9","Pathotroph","Plant Pathogen","Probable","Microfungus","NULL","Species in this family cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Gaeumannomyces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","ASV389","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota",NA,"0.7488549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ascomycota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","ASV390","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_chrysosporium","Phanerochaete_chrysosporium","sSH1217083.09FU","0.9829961","Phanerochaete chrysosporium","359F4808-7D98-4AE1-BFBE-7434A6B800A0","319705","20","Saprotroph","Wood Saprotroph","Probable","NULL","NULL","NULL","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))","Phanerochaete_chrysosporium","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phanerochaete","Phanerochaete_chrysosporium",6,"Multiple 100% matches","ASV1948;ASV323;ASV3853;ASV5555;ASV561;ASV6416"
"391","ASV391","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum",NA,"Apiotrichum",NA,"0.9996371","Apiotrichum","607848E4-32E8-413E-83E4-8B1308F82832","7190","13","Saprotroph","|Undefined Saprotroph|","Possible","Microfungus-Yeast","NULL","As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020); From forest soil (Calduch et al. 2002)","Calduch M, et al. 2002. Mycologia 94:355-361 ((https://doi.org/10.1080/15572536.2003.11833241)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Apiotrichum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","ASV392","Fungi","Basidiomycota","Agaricomycetes",NA,"Xenasmataceae","Xenasmatella",NA,"Xenasmatella","sSH1201617.09FU","0.9748890","Xenasmatella","1CB1CC85-36B9-11D5-9548-00D0592D548C","18756","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Xenasmatella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","ASV393","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces",NA,"Phaeococcomyces","sSH0943962.09FU","0.9827242","Phaeococcomyces","A89C65DB-0771-41D1-B65F-F7529095EE5F","9294","13","Saprotroph","|Undefined Saprotroph|","Probable","Dimorphic-Facultative Yeast","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Phaeococcomyces","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","Phaeococcomyces",NA,1,"Unique 100% match","ASV1305"
"394","ASV394","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe",NA,"Diaporthe",NA,"0.9379568","Diaporthaceae","1CB186D0-36B9-11D5-9548-00D0592D548C","80691","9","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Plant Saprotroph","Probable","Microfungus","NULL","Most species are weak pathogens or endophytes in leaf or stem tissue, growing saprobically after the plant dies (Cannon & Kirk 2007)","Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)","Diaporthe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","ASV395","Fungi",NA,NA,NA,NA,NA,NA,NA,"sSH1020015.09FU","0.7639238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","Aureobasidium_pullulans",6,"Multiple 100% matches","ASV1544;ASV265;ASV5176;ASV6047;ASV6079;ASV7820"
"396","ASV396","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_penaeus","Vishniacozyma_penaeus","sSH1004301.09FU","0.9999972","Tremellales","1CB1CE64-36B9-11D5-9548-00D0592D548C","90451","7","Pathotroph-Saprotroph-Symbiotroph","Fungal Parasite-Undefined Saprotroph","Possible","Tremelloid-Yeast","NULL","The order contains both teleomorphic and anamorphic species, most of the latter being yeasts","Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))","Vishniacozyma_penaeus","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_penaeus",2,"Multiple 100% matches","ASV244;ASV3554"
"397","ASV397","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Resinicium","Resinicium_friabile","Resinicium_friabile","sSH1252024.09FU","0.9318575","Resinicium","1CB1CAE9-36B9-11D5-9548-00D0592D548C","18453","13","Saprotroph","Undefined Saprotroph-|Wood Saprotroph|","Probable","Corticioid","White Rot","As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))","Resinicium_friabile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
